site,date,direction,time,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
121-0456,"February 22, 2024",Southbound,14:00:00,4430,0,3823,497,16,54,14,0,20,5,1,0,0,0,0,0,0,2.1
121-0456,"February 22, 2024",Southbound,15:00:00,4985,0,4433,459,9,50,14,0,14,6,0,0,0,0,0,0,0,1.7
121-0456,"February 22, 2024",Southbound,16:00:00,5067,0,4580,420,13,33,4,0,14,3,0,0,0,0,0,0,0,1.1
121-0456,"February 22, 2024",Southbound,17:00:00,4880,1,4442,384,5,28,5,0,11,3,1,0,0,0,0,0,0,1.0
121-0456,"February 22, 2024",Southbound,18:00:00,4290,2,3847,400,2,18,5,0,11,4,1,0,0,0,0,0,0,0.9
121-0456,"February 22, 2024",Southbound,19:00:00,3807,2,3526,239,5,12,4,0,4,12,3,0,0,0,0,0,0,0.9
121-0456,"February 22, 2024",Southbound,20:00:00,2786,0,2618,124,4,17,2,0,5,16,0,0,0,0,0,0,0,1.4
121-0456,"February 22, 2024",Southbound,21:00:00,2287,1,2165,99,2,3,1,0,5,10,1,0,0,0,0,0,0,0.9
121-0456,"February 22, 2024",Southbound,22:00:00,1654,0,1562,72,4,6,2,0,1,7,0,0,0,0,0,0,0,1.0
121-0456,"February 22, 2024",Southbound,23:00:00,1126,2,1062,45,3,1,0,0,1,11,1,0,0,0,0,0,0,1.2
121-0456,"July 21, 2024",Southbound,00:00:00,1157,1,1095,47,3,2,0,0,0,9,0,0,0,0,0,0,0,1.0
121-0456,"July 21, 2024",Southbound,01:00:00,744,0,715,23,1,1,3,0,1,0,0,0,0,0,0,0,0,0.7
121-0456,"July 21, 2024",Southbound,02:00:00,509,1,488,13,0,3,0,0,0,3,1,0,0,0,0,0,0,1.4
121-0456,"July 21, 2024",Southbound,03:00:00,425,1,413,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
121-0456,"July 21, 2024",Southbound,04:00:00,508,1,483,20,0,2,0,0,1,1,0,0,0,0,0,0,0,0.8
121-0456,"July 21, 2024",Southbound,05:00:00,680,1,643,24,0,1,1,0,1,9,0,0,0,0,0,0,0,1.8
121-0456,"July 21, 2024",Southbound,06:00:00,1167,1,1076,77,1,9,0,0,0,3,0,0,0,0,0,0,0,1.0
121-0456,"July 21, 2024",Southbound,07:00:00,1484,0,1332,135,4,8,0,0,3,2,0,0,0,0,0,0,0,0.9
121-0456,"July 21, 2024",Southbound,08:00:00,2210,0,1988,205,5,6,1,0,4,1,0,0,0,0,0,0,0,0.5
121-0456,"July 21, 2024",Southbound,09:00:00,2571,1,2330,220,2,12,1,0,4,1,0,0,0,0,0,0,0,0.7
121-0456,"July 21, 2024",Southbound,10:00:00,3148,0,2835,293,3,14,1,0,1,1,0,0,0,0,0,0,0,0.5
121-0456,"July 21, 2024",Southbound,11:00:00,3413,0,3120,269,6,13,2,1,0,2,0,0,0,0,0,0,0,0.5
121-0456,"July 21, 2024",Southbound,12:00:00,3585,1,3285,285,1,9,1,1,1,1,0,0,0,0,0,0,0,0.4
121-0456,"July 21, 2024",Southbound,13:00:00,3583,0,3301,253,5,19,0,0,3,2,0,0,0,0,0,0,0,0.7
121-0456,"July 21, 2024",Southbound,14:00:00,3641,1,3353,267,4,14,0,0,2,0,0,0,0,0,0,0,0,0.4
121-0456,"July 21, 2024",Southbound,15:00:00,3537,0,3243,277,3,12,1,0,1,0,0,0,0,0,0,0,0,0.4
121-0456,"July 21, 2024",Southbound,16:00:00,3626,1,3351,253,2,13,0,0,1,4,1,0,0,0,0,0,0,0.5
121-0456,"July 21, 2024",Southbound,17:00:00,3490,1,3241,233,4,8,0,0,2,1,0,0,0,0,0,0,0,0.3
121-0456,"July 21, 2024",Southbound,18:00:00,3183,0,2963,206,4,8,0,0,1,1,0,0,0,0,0,0,0,0.3
121-0456,"July 21, 2024",Southbound,19:00:00,2735,1,2527,187,4,11,0,0,4,1,0,0,0,0,0,0,0,0.6
121-0456,"July 21, 2024",Southbound,20:00:00,2354,1,2200,144,1,3,1,0,0,4,0,0,0,0,0,0,0,0.3
121-0456,"July 21, 2024",Southbound,21:00:00,1822,6,1709,95,2,5,1,0,1,2,1,0,0,0,0,0,0,0.5
121-0456,"July 21, 2024",Southbound,22:00:00,1451,2,1385,51,3,8,0,0,0,2,0,0,0,0,0,0,0,0.7
121-0456,"July 21, 2024",Southbound,23:00:00,886,1,838,33,3,1,0,0,2,7,1,0,0,0,0,0,0,1.2
121-0456,"February 19, 2024",Southbound,00:00:00,453,1,417,26,5,0,2,0,0,1,1,0,0,0,0,0,0,0.9
121-0456,"February 19, 2024",Southbound,01:00:00,269,3,253,9,0,0,0,0,0,4,0,0,0,0,0,0,0,1.5
121-0456,"February 19, 2024",Southbound,02:00:00,209,1,191,11,0,3,0,0,0,3,0,0,0,0,0,0,0,2.9
121-0456,"February 19, 2024",Southbound,03:00:00,280,0,253,17,1,4,0,0,1,4,0,0,0,0,0,0,0,3.2
121-0456,"February 19, 2024",Southbound,04:00:00,586,0,508,57,1,6,2,0,4,7,1,0,0,0,0,0,0,3.4
121-0456,"February 19, 2024",Southbound,05:00:00,1520,4,1318,169,0,13,0,0,1,14,1,0,0,0,0,0,0,1.9
121-0456,"February 19, 2024",Southbound,06:00:00,2972,6,2504,383,7,28,5,1,12,23,3,0,0,0,0,0,0,2.4
121-0456,"February 19, 2024",Southbound,07:00:00,4304,1,3598,587,4,52,12,0,38,9,3,0,0,0,0,0,0,2.6
121-0456,"February 19, 2024",Southbound,08:00:00,4294,2,3578,577,6,81,15,2,19,10,4,0,0,0,0,0,0,3.1
121-0456,"February 19, 2024",Southbound,09:00:00,4353,5,3577,586,14,81,24,9,33,19,4,1,0,0,0,0,0,3.9
121-0456,"February 19, 2024",Southbound,10:00:00,4129,5,3423,558,16,59,23,3,27,13,1,0,1,0,0,0,0,3.1
121-0456,"February 19, 2024",Southbound,11:00:00,4117,4,3421,564,12,59,18,0,22,11,6,0,0,0,0,0,0,2.8
121-0456,"February 19, 2024",Southbound,12:00:00,4081,4,3490,489,6,57,11,0,15,9,0,0,0,0,0,0,0,2.3
121-0456,"February 19, 2024",Southbound,13:00:00,4086,1,3501,486,6,52,10,0,16,12,2,0,0,0,0,0,0,2.3
121-0456,"February 19, 2024",Southbound,14:00:00,4483,2,3801,549,17,62,21,2,19,9,1,0,0,0,0,0,0,2.5
121-0456,"February 19, 2024",Southbound,15:00:00,4623,5,3991,479,12,62,16,3,34,13,7,1,0,0,0,0,0,2.9
121-0456,"February 19, 2024",Southbound,16:00:00,4978,0,4461,430,8,39,7,3,15,12,3,0,0,0,0,0,0,1.6
121-0456,"February 19, 2024",Southbound,17:00:00,4636,0,4198,393,0,30,3,0,6,6,0,0,0,0,0,0,0,1.0
121-0456,"February 19, 2024",Southbound,18:00:00,3643,2,3280,317,3,26,1,0,7,6,1,0,0,0,0,0,0,1.1
121-0456,"February 19, 2024",Southbound,19:00:00,3057,6,2821,198,3,14,1,0,0,11,3,0,0,0,0,0,0,0.9
121-0456,"February 19, 2024",Southbound,20:00:00,2183,2,2045,108,6,6,3,0,2,11,0,0,0,0,0,0,0,1.0
121-0456,"February 19, 2024",Southbound,21:00:00,1570,2,1471,71,0,10,2,0,1,12,1,0,0,0,0,0,0,1.7
121-0456,"February 19, 2024",Southbound,22:00:00,1049,0,984,47,1,3,0,0,1,10,2,1,0,0,0,0,0,1.6
121-0456,"February 19, 2024",Southbound,23:00:00,795,2,752,27,2,2,0,0,0,10,0,0,0,0,0,0,0,1.5
121-0456,"February 23, 2024",Southbound,00:00:00,563,1,511,33,6,1,1,0,1,6,3,0,0,0,0,0,0,2.1
121-0456,"February 23, 2024",Southbound,01:00:00,303,0,273,21,1,2,0,0,0,5,1,0,0,0,0,0,0,2.6
121-0456,"February 23, 2024",Southbound,02:00:00,247,1,220,12,0,5,2,0,0,7,0,0,0,0,0,0,0,5.7
121-0456,"February 23, 2024",Southbound,03:00:00,286,0,254,19,0,2,2,0,0,9,0,0,0,0,0,0,0,4.5
121-0456,"February 23, 2024",Southbound,04:00:00,570,1,504,44,0,6,4,0,1,10,0,0,0,0,0,0,0,3.7
121-0456,"February 23, 2024",Southbound,05:00:00,1514,3,1268,196,3,11,3,0,1,26,1,1,1,0,0,0,0,2.9
121-0456,"February 23, 2024",Southbound,06:00:00,3709,9,3077,507,12,44,9,0,8,37,6,0,0,0,0,0,0,2.8
121-0456,"February 23, 2024",Southbound,07:00:00,4940,3,4165,660,8,65,10,1,21,7,0,0,0,0,0,0,0,2.1
121-0456,"February 23, 2024",Southbound,08:00:00,5314,3,4505,681,7,64,12,4,18,20,0,0,0,0,0,0,0,2.2
121-0456,"February 23, 2024",Southbound,09:00:00,4420,1,3721,563,14,66,9,4,20,18,4,0,0,0,0,0,0,2.7
121-0456,"February 23, 2024",Southbound,10:00:00,4331,0,3603,599,18,74,14,0,15,8,0,0,0,0,0,0,0,2.6
121-0456,"February 23, 2024",Southbound,11:00:00,4517,0,3802,613,9,65,11,0,9,7,1,0,0,0,0,0,0,2.1
121-0456,"February 23, 2024",Southbound,12:00:00,4619,2,3915,600,13,45,14,0,15,12,3,0,0,0,0,0,0,1.9
121-0456,"February 23, 2024",Southbound,13:00:00,3950,3,3344,485,11,56,15,0,20,15,1,0,0,0,0,0,0,2.7
121-0456,"February 23, 2024",Southbound,14:00:00,4316,2,3725,477,16,56,12,0,23,5,0,0,0,0,0,0,0,2.2
121-0456,"February 23, 2024",Southbound,15:00:00,4669,5,4154,423,7,48,7,0,18,5,1,1,0,0,0,0,0,1.7
121-0456,"February 23, 2024",Southbound,16:00:00,4961,1,4433,442,14,46,7,0,13,5,0,0,0,0,0,0,0,1.4
121-0456,"February 23, 2024",Southbound,17:00:00,4457,0,4089,330,5,21,2,1,8,1,0,0,0,0,0,0,0,0.7
121-0456,"February 23, 2024",Southbound,18:00:00,4185,2,3802,338,7,20,1,0,11,4,0,0,0,0,0,0,0,0.9
121-0456,"February 23, 2024",Southbound,19:00:00,3499,6,3233,220,3,16,3,0,3,12,3,0,0,0,0,0,0,1.1
121-0456,"February 23, 2024",Southbound,20:00:00,2771,6,2609,134,4,7,2,0,3,5,1,0,0,0,0,0,0,0.6
121-0456,"February 23, 2024",Southbound,21:00:00,2331,4,2191,112,7,2,0,0,3,12,0,0,0,0,0,0,0,0.7
121-0456,"February 23, 2024",Southbound,22:00:00,1921,4,1832,62,2,8,0,0,4,9,0,0,0,0,0,0,0,1.1
121-0456,"February 23, 2024",Southbound,23:00:00,1539,2,1468,49,1,2,4,0,1,10,2,0,0,0,0,0,0,1.2
121-0456,"July 24, 2024",Southbound,00:00:00,507,0,470,19,5,6,0,0,1,6,0,0,0,0,0,0,0,2.6
121-0456,"July 24, 2024",Southbound,01:00:00,324,1,281,29,3,1,2,0,0,7,0,0,0,0,0,0,0,3.1
121-0456,"July 24, 2024",Southbound,02:00:00,203,2,182,12,0,1,0,0,0,6,0,0,0,0,0,0,0,3.4
121-0456,"July 24, 2024",Southbound,03:00:00,277,2,230,21,1,4,1,0,1,16,1,0,0,0,0,0,0,8.3
121-0456,"July 24, 2024",Southbound,04:00:00,663,1,581,65,0,4,2,0,0,10,0,0,0,0,0,0,0,2.4
121-0456,"July 24, 2024",Southbound,05:00:00,1681,2,1438,208,1,11,2,0,2,13,4,0,0,0,0,0,0,1.9
121-0456,"July 24, 2024",Southbound,06:00:00,3655,2,3001,576,3,33,10,0,18,11,1,0,0,0,0,0,0,2.0
121-0456,"July 24, 2024",Southbound,07:00:00,5066,0,4388,610,6,38,4,0,16,4,0,0,0,0,0,0,0,1.2
121-0456,"July 24, 2024",Southbound,08:00:00,5351,0,4712,563,1,50,7,1,12,5,0,0,0,0,0,0,0,1.4
121-0456,"July 24, 2024",Southbound,09:00:00,5207,0,4499,596,7,43,28,0,21,11,2,0,0,0,0,0,0,2.0
121-0456,"July 24, 2024",Southbound,10:00:00,4514,0,3821,570,15,65,9,1,22,11,0,0,0,0,0,0,0,2.4
121-0456,"July 24, 2024",Southbound,11:00:00,4378,4,3686,550,4,76,19,0,25,12,2,0,0,0,0,0,0,3.1
121-0456,"July 24, 2024",Southbound,12:00:00,4321,1,3659,532,6,73,23,0,14,11,2,0,0,0,0,0,0,2.8
121-0456,"July 24, 2024",Southbound,13:00:00,4077,1,3523,461,8,51,13,0,13,7,0,0,0,0,0,0,0,2.1
121-0456,"July 24, 2024",Southbound,14:00:00,4546,1,3924,528,10,57,12,0,10,4,0,0,0,0,0,0,0,1.8
121-0456,"July 24, 2024",Southbound,15:00:00,4852,1,4324,431,7,62,7,1,14,4,1,0,0,0,0,0,0,1.8
121-0456,"July 24, 2024",Southbound,16:00:00,4829,2,4367,408,3,33,4,0,8,4,0,0,0,0,0,0,0,1.0
121-0456,"July 24, 2024",Southbound,17:00:00,5105,0,4672,392,3,25,3,0,8,2,0,0,0,0,0,0,0,0.7
121-0456,"July 24, 2024",Southbound,18:00:00,4343,0,3933,376,7,18,0,0,4,5,0,0,0,0,0,0,0,0.6
121-0456,"July 24, 2024",Southbound,19:00:00,3224,0,2895,296,3,21,1,1,4,3,0,0,0,0,0,0,0,0.9
121-0456,"July 24, 2024",Southbound,20:00:00,2491,0,2244,212,5,14,0,0,8,8,0,0,0,0,0,0,0,1.2
121-0456,"July 24, 2024",Southbound,21:00:00,1840,1,1724,92,1,7,0,0,1,12,2,0,0,0,0,0,0,1.2
121-0456,"July 24, 2024",Southbound,22:00:00,1266,1,1194,49,3,6,2,0,2,9,0,0,0,0,0,0,0,1.5
121-0456,"July 24, 2024",Southbound,23:00:00,976,0,911,40,7,4,1,0,1,12,0,0,0,0,0,0,0,1.8
121-0456,"February 18, 2024",Southbound,00:00:00,1000,3,953,37,3,1,0,0,1,1,1,0,0,0,0,0,0,0.4
121-0456,"February 18, 2024",Southbound,01:00:00,603,1,575,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0.3
121-0456,"February 18, 2024",Southbound,02:00:00,382,1,357,19,0,2,0,0,1,1,1,0,0,0,0,0,0,1.3
121-0456,"February 18, 2024",Southbound,03:00:00,302,0,286,13,0,2,0,0,0,1,0,0,0,0,0,0,0,1.0
121-0456,"February 18, 2024",Southbound,04:00:00,383,0,368,10,0,2,0,0,0,3,0,0,0,0,0,0,0,1.3
121-0456,"February 18, 2024",Southbound,05:00:00,610,0,575,26,1,2,0,0,1,4,1,0,0,0,0,0,0,1.3
121-0456,"February 18, 2024",Southbound,06:00:00,1166,3,1086,70,0,0,1,0,1,5,0,0,0,0,0,0,0,0.6
121-0456,"February 18, 2024",Southbound,07:00:00,1380,0,1263,103,5,8,0,0,1,0,0,0,0,0,0,0,0,0.7
121-0456,"February 18, 2024",Southbound,08:00:00,2163,0,1959,192,3,4,0,0,3,2,0,0,0,0,0,0,0,0.4
121-0456,"February 18, 2024",Southbound,09:00:00,2612,0,2369,216,4,17,4,1,1,0,0,0,0,0,0,0,0,0.9
121-0456,"February 18, 2024",Southbound,10:00:00,3498,0,3198,269,2,10,9,0,4,6,0,0,0,0,0,0,0,0.8
121-0456,"February 18, 2024",Southbound,11:00:00,3999,0,3675,306,4,7,2,1,2,1,1,0,0,0,0,0,0,0.4
121-0456,"February 18, 2024",Southbound,12:00:00,3773,0,3423,324,2,15,2,0,5,2,0,0,0,0,0,0,0,0.6
121-0456,"February 18, 2024",Southbound,13:00:00,3880,2,3564,284,5,10,9,0,2,2,2,0,0,0,0,0,0,0.6
121-0456,"February 18, 2024",Southbound,14:00:00,4179,1,3850,305,6,8,2,0,4,3,0,0,0,0,0,0,0,0.4
121-0456,"February 18, 2024",Southbound,15:00:00,4933,6,4523,356,5,18,5,2,10,5,3,0,0,0,0,0,0,0.9
121-0456,"February 18, 2024",Southbound,16:00:00,4053,0,3768,265,2,6,7,0,2,2,1,0,0,0,0,0,0,0.4
121-0456,"February 18, 2024",Southbound,17:00:00,3700,0,3412,272,1,6,7,0,1,1,0,0,0,0,0,0,0,0.4
121-0456,"February 18, 2024",Southbound,18:00:00,3109,0,2889,205,3,4,4,0,2,2,0,0,0,0,0,0,0,0.4
121-0456,"February 18, 2024",Southbound,19:00:00,3089,4,2935,131,1,8,4,0,0,6,0,0,0,0,0,0,0,0.6
121-0456,"February 18, 2024",Southbound,20:00:00,2202,1,2100,85,3,2,2,0,2,6,1,0,0,0,0,0,0,0.6
121-0456,"February 18, 2024",Southbound,21:00:00,1735,1,1648,75,1,2,3,0,0,5,0,0,0,0,0,0,0,0.6
121-0456,"February 18, 2024",Southbound,22:00:00,1221,1,1156,45,0,9,3,0,0,6,1,0,0,0,0,0,0,1.6
121-0456,"February 18, 2024",Southbound,23:00:00,842,0,810,19,3,4,1,0,1,4,0,0,0,0,0,0,0,1.2
121-0456,"February 24, 2024",Northbound,00:00:00,1255,2,1236,9,0,2,0,0,0,6,0,0,0,0,0,0,0,0.6
121-0456,"February 24, 2024",Northbound,01:00:00,911,2,888,13,0,0,0,0,0,7,1,0,0,0,0,0,0,0.9
121-0456,"February 24, 2024",Northbound,02:00:00,785,1,761,6,0,0,1,0,2,14,0,0,0,0,0,0,0,2.2
121-0456,"February 24, 2024",Northbound,03:00:00,608,3,592,4,1,1,0,0,0,5,2,0,0,0,0,0,0,1.3
121-0456,"February 24, 2024",Northbound,04:00:00,391,1,370,3,2,0,0,1,0,13,0,1,0,0,0,0,0,3.8
121-0456,"February 24, 2024",Northbound,05:00:00,543,1,516,4,3,5,2,0,0,12,0,0,0,0,0,0,0,3.5
121-0456,"February 24, 2024",Northbound,06:00:00,1138,1,1078,38,3,2,2,0,0,14,0,0,0,0,0,0,0,1.6
121-0456,"February 24, 2024",Northbound,07:00:00,1602,0,1358,201,3,22,4,0,10,4,0,0,0,0,0,0,0,2.5
121-0456,"February 24, 2024",Northbound,08:00:00,2105,0,1825,239,2,24,1,0,5,8,1,0,0,0,0,0,0,1.9
121-0456,"February 24, 2024",Northbound,09:00:00,2467,0,2205,221,4,18,8,0,6,3,2,0,0,0,0,0,0,1.5
121-0456,"February 24, 2024",Northbound,10:00:00,2746,2,2476,228,3,23,2,1,7,3,1,0,0,0,0,0,0,1.3
121-0456,"February 24, 2024",Northbound,11:00:00,2904,2,2612,251,5,20,4,0,7,2,1,0,0,0,0,0,0,1.2
121-0456,"February 24, 2024",Northbound,12:00:00,3265,1,2927,279,4,25,15,0,11,3,0,0,0,0,0,0,0,1.7
121-0456,"February 24, 2024",Northbound,13:00:00,3561,1,3229,292,7,13,5,1,10,3,0,0,0,0,0,0,0,0.9
121-0456,"February 24, 2024",Northbound,14:00:00,3437,1,3160,235,10,20,4,0,2,5,0,0,0,0,0,0,0,0.9
121-0456,"February 24, 2024",Northbound,15:00:00,3832,1,3522,281,2,18,2,1,2,3,0,0,0,0,0,0,0,0.7
121-0456,"February 24, 2024",Northbound,16:00:00,3746,4,3428,276,1,13,12,0,9,2,1,0,0,0,0,0,0,1.0
121-0456,"February 24, 2024",Northbound,17:00:00,3690,3,3386,265,2,16,3,2,6,5,2,0,0,0,0,0,0,0.9
121-0456,"February 24, 2024",Northbound,18:00:00,3563,1,3312,227,3,9,2,1,6,2,0,0,0,0,0,0,0,0.6
121-0456,"February 24, 2024",Northbound,19:00:00,3249,3,3172,51,7,5,1,0,1,8,1,0,0,0,0,0,0,0.5
121-0456,"February 24, 2024",Northbound,20:00:00,2820,1,2744,45,3,6,2,1,1,17,0,0,0,0,0,0,0,1.0
121-0456,"February 24, 2024",Northbound,21:00:00,2423,1,2383,30,0,3,0,0,1,4,1,0,0,0,0,0,0,0.4
121-0456,"February 24, 2024",Northbound,22:00:00,2391,0,2349,29,1,3,0,0,0,9,0,0,0,0,0,0,0,0.5
121-0456,"February 24, 2024",Northbound,23:00:00,2177,0,2146,27,1,0,1,0,0,2,0,0,0,0,0,0,0,0.1
121-0456,"July 27, 2024",Northbound,00:00:00,1827,0,1790,24,1,6,0,0,0,5,1,0,0,0,0,0,0,0.7
121-0456,"July 27, 2024",Northbound,01:00:00,1100,2,1079,5,2,1,0,0,0,11,0,0,0,0,0,0,0,1.1
121-0456,"July 27, 2024",Northbound,02:00:00,845,0,831,7,0,1,0,0,0,6,0,0,0,0,0,0,0,0.8
121-0456,"July 27, 2024",Northbound,03:00:00,679,0,665,4,0,2,0,0,0,8,0,0,0,0,0,0,0,1.5
121-0456,"July 27, 2024",Northbound,04:00:00,388,0,362,9,2,1,0,0,0,14,0,0,0,0,0,0,0,3.9
121-0456,"July 27, 2024",Northbound,05:00:00,516,0,487,6,1,3,1,0,3,15,0,0,0,0,0,0,0,4.3
121-0456,"July 27, 2024",Northbound,06:00:00,1193,2,1055,94,9,19,2,0,1,11,0,0,0,0,0,0,0,2.8
121-0456,"July 27, 2024",Northbound,07:00:00,1684,0,1410,228,5,27,7,0,6,0,1,0,0,0,0,0,0,2.4
121-0456,"July 27, 2024",Northbound,08:00:00,2158,1,1841,261,1,38,2,0,10,4,0,0,0,0,0,0,0,2.5
121-0456,"July 27, 2024",Northbound,09:00:00,2779,0,2425,299,6,29,6,0,10,3,1,0,0,0,0,0,0,1.8
121-0456,"July 27, 2024",Northbound,10:00:00,3283,0,2921,311,3,38,3,0,6,1,0,0,0,0,0,0,0,1.5
121-0456,"July 27, 2024",Northbound,11:00:00,3602,0,3216,349,4,25,0,0,2,5,1,0,0,0,0,0,0,0.9
121-0456,"July 27, 2024",Northbound,12:00:00,3810,0,3394,363,6,32,3,1,8,3,0,0,0,0,0,0,0,1.2
121-0456,"July 27, 2024",Northbound,13:00:00,3904,0,3503,358,6,28,0,0,8,1,0,0,0,0,0,0,0,0.9
121-0456,"July 27, 2024",Northbound,14:00:00,3943,1,3529,358,5,32,2,0,13,3,0,0,0,0,0,0,0,1.3
121-0456,"July 27, 2024",Northbound,15:00:00,3991,1,3619,328,2,30,0,0,8,3,0,0,0,0,0,0,0,1.0
121-0456,"July 27, 2024",Northbound,16:00:00,4205,0,3845,314,3,30,1,0,5,7,0,0,0,0,0,0,0,1.0
121-0456,"July 27, 2024",Northbound,17:00:00,4323,0,3946,344,5,17,4,0,3,4,0,0,0,0,0,0,0,0.6
121-0456,"July 27, 2024",Northbound,18:00:00,4322,0,3944,340,4,18,0,0,11,4,1,0,0,0,0,0,0,0.8
121-0456,"July 27, 2024",Northbound,19:00:00,3846,1,3494,313,2,24,1,1,7,3,0,0,0,0,0,0,0,0.9
121-0456,"July 27, 2024",Northbound,20:00:00,3155,0,2937,203,0,11,1,0,2,1,0,0,0,0,0,0,0,0.5
121-0456,"July 27, 2024",Northbound,21:00:00,2932,1,2856,51,3,4,1,0,1,13,2,0,0,0,0,0,0,0.7
121-0456,"July 27, 2024",Northbound,22:00:00,2792,2,2724,44,5,2,3,0,0,10,2,0,0,0,0,0,0,0.6
121-0456,"July 27, 2024",Northbound,23:00:00,2387,1,2353,24,3,2,1,0,1,2,0,0,0,0,0,0,0,0.3
121-0456,"February 20, 2024",Northbound,00:00:00,611,1,594,4,2,3,0,0,1,5,1,0,0,0,0,0,0,1.6
121-0456,"February 20, 2024",Northbound,01:00:00,313,0,305,1,1,1,0,1,0,2,1,1,0,0,0,0,0,1.9
121-0456,"February 20, 2024",Northbound,02:00:00,196,1,180,1,0,2,1,0,0,11,0,0,0,0,0,0,0,7.1
121-0456,"February 20, 2024",Northbound,03:00:00,238,0,219,3,1,1,0,0,0,14,0,0,0,0,0,0,0,6.3
121-0456,"February 20, 2024",Northbound,04:00:00,357,2,325,6,1,5,0,0,0,18,0,0,0,0,0,0,0,6.4
121-0456,"February 20, 2024",Northbound,05:00:00,1066,1,1005,15,3,6,3,0,1,32,0,0,0,0,0,0,0,3.9
121-0456,"February 20, 2024",Northbound,06:00:00,2855,4,2613,152,3,18,4,0,5,55,1,0,0,0,0,0,0,2.9
121-0456,"February 20, 2024",Northbound,07:00:00,5296,0,4689,523,9,43,9,1,9,12,1,0,0,0,0,0,0,1.4
121-0456,"February 20, 2024",Northbound,08:00:00,5805,0,5175,532,6,55,13,0,17,7,0,0,0,0,0,0,0,1.6
121-0456,"February 20, 2024",Northbound,09:00:00,4475,0,3831,513,4,81,15,1,14,12,4,0,0,0,0,0,0,2.8
121-0456,"February 20, 2024",Northbound,10:00:00,3517,1,2887,519,3,55,10,0,28,14,0,0,0,0,0,0,0,3.0
121-0456,"February 20, 2024",Northbound,11:00:00,3541,0,2897,514,5,81,8,0,24,11,1,0,0,0,0,0,0,3.5
121-0456,"February 20, 2024",Northbound,12:00:00,3865,0,3229,529,7,54,17,0,13,16,0,0,0,0,0,0,0,2.6
121-0456,"February 20, 2024",Northbound,13:00:00,4252,0,3594,546,8,58,20,0,15,10,1,0,0,0,0,0,0,2.4
121-0456,"February 20, 2024",Northbound,14:00:00,4783,0,4079,610,16,45,10,1,13,9,0,0,0,0,0,0,0,1.6
121-0456,"February 20, 2024",Northbound,15:00:00,5190,0,4518,594,6,39,7,0,20,5,1,0,0,0,0,0,0,1.4
121-0456,"February 20, 2024",Northbound,16:00:00,5190,0,4584,543,11,30,6,0,9,6,1,0,0,0,0,0,0,1.0
121-0456,"February 20, 2024",Northbound,17:00:00,5187,0,4671,464,2,31,3,0,12,4,0,0,0,0,0,0,0,1.0
121-0456,"February 20, 2024",Northbound,18:00:00,4795,0,4349,396,9,19,2,0,10,9,0,1,0,0,0,0,0,0.9
121-0456,"February 20, 2024",Northbound,19:00:00,3656,4,3528,99,3,4,2,0,0,15,1,0,0,0,0,0,0,0.6
121-0456,"February 20, 2024",Northbound,20:00:00,2906,1,2837,47,4,6,1,0,0,9,1,0,0,0,0,0,0,0.6
121-0456,"February 20, 2024",Northbound,21:00:00,2292,0,2239,33,1,5,0,0,1,13,0,0,0,0,0,0,0,0.8
121-0456,"February 20, 2024",Northbound,22:00:00,1833,1,1799,19,0,1,1,0,0,12,0,0,0,0,0,0,0,0.8
121-0456,"February 20, 2024",Northbound,23:00:00,1113,2,1086,15,0,1,0,0,0,7,2,0,0,0,0,0,0,0.9
121-0456,"July 23, 2024",Northbound,00:00:00,772,1,748,9,0,2,3,0,0,9,0,0,0,0,0,0,0,1.8
121-0456,"July 23, 2024",Northbound,01:00:00,508,3,479,14,1,3,0,0,0,7,1,0,0,0,0,0,0,2.2
121-0456,"July 23, 2024",Northbound,02:00:00,411,1,401,3,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5
121-0456,"July 23, 2024",Northbound,03:00:00,358,1,337,7,1,1,0,1,0,9,1,0,0,0,0,0,0,3.4
121-0456,"July 23, 2024",Northbound,04:00:00,470,0,442,9,1,3,0,0,1,14,0,0,0,0,0,0,0,3.8
121-0456,"July 23, 2024",Northbound,05:00:00,1107,0,1045,21,3,6,5,0,0,26,1,0,0,0,0,0,0,3.4
121-0456,"July 23, 2024",Northbound,06:00:00,2769,3,2367,299,11,38,24,0,8,19,0,0,0,0,0,0,0,3.2
121-0456,"July 23, 2024",Northbound,07:00:00,4968,0,4381,458,5,42,46,0,21,15,0,0,0,0,0,0,0,2.5
121-0456,"July 23, 2024",Northbound,08:00:00,5612,0,5056,457,1,55,21,1,11,9,1,0,0,0,0,0,0,1.7
121-0456,"July 23, 2024",Northbound,09:00:00,4484,1,3869,498,9,57,19,1,20,10,0,0,0,0,0,0,0,2.4
121-0456,"July 23, 2024",Northbound,10:00:00,3833,2,3113,531,9,77,64,0,16,18,3,0,0,0,0,0,0,4.6
121-0456,"July 23, 2024",Northbound,11:00:00,3680,1,3021,524,6,69,22,0,19,16,2,0,0,0,0,0,0,3.5
121-0456,"July 23, 2024",Northbound,12:00:00,3982,0,3335,543,4,59,21,0,11,8,1,0,0,0,0,0,0,2.5
